premises_name, suburb, licence_no, address_1, address_2, postcode, long, licence_category, objectid, lga, lat
TUTTO BENE,SOUTHBANK,36092720,SHOP M28 MID LEVEL,3 SOUTHGATE AVENUE,3006,144.9665245,Limited Licence,10667,MELBOURNE,-37.8202285
B. LUCKY AND SONS,MELBOURNE,32280371,"SHOP 307, LEVEL 3, MELB CENTRAL",LATROBE STREET,3000,144.9627951,Late night (on-premises) Licence,10676,MELBOURNE,-37.8109157
CODA BAR AND RESTAURANT,MELBOURNE,32279956,"BASEMENT, 141 FLINDERS LANE",null,3000,144.9698654,Restaurant and cafe Licence,10680,MELBOURNE,-37.81576544
GRILL'D LEASING,MELBOURNE,32281377,SHOP 9,256 FLINDERS STREET,3000,144.9656475,Restaurant and cafe Licence,10713,MELBOURNE,-37.81776406
TRUE COLOUR LOUNGE,MELBOURNE,32282828,1/128 LITTLE BOURKE STREET,null,3000,144.9684091,Late night (on-premises) Licence,10729,MELBOURNE,-37.81071299
DARI KOREAN CAFE,MELBOURNE,32280486,27-31 HARDWARE LANE,null,3000,144.961264,On-Premises Licence,10744,MELBOURNE,-37.814004
null,MELBOURNE,32281131,"TENANCY T4,",480 COLLINS STREET,3000,144.9579755,On-Premises Licence,10760,MELBOURNE,-37.8177545
LI LONG BY TASTE OF SHANGHAI,MELBOURNE,32280347,TENANCY 302 MELBOURNE CENTRAL,211 LATROBE STREET,3000,144.9634863,On-Premises Licence,10768,MELBOURNE,-37.81170035
MACCARONI TRATTORIA ITALIANA,MELBOURNE,32280389,10-16 MANCHESTER LANE,null,3000,144.9659839,Restaurant and cafe Licence,10785,MELBOURNE,-37.81588896
BAR AMERICANO,MELBOURNE,32280410,20 PRESGRAVE PLACE,null,3000,144.9655812,On-Premises Licence,10793,MELBOURNE,-37.81478393
GRILL'D,MELBOURNE,32280567,G.02 83 FLINDERS LANE,null,3000,144.971224,Restaurant and cafe Licence,10801,MELBOURNE,-37.815435
THE MEAT AND WINE CO (MELBOURNE),SOUTHBANK,32280711,FRESHWATER PLACE,3 QUEENSBRIDGE SQUARE,3006,144.9624742,Restaurant and cafe Licence,10803,MELBOURNE,-37.8216432
NANDO'S MELBOURNE CENTRAL,MELBOURNE,32282315,"SHOP 309, LEVEL 3",211 LA TOBE STREET,3000,144.9627951,Restaurant and cafe Licence,10842,MELBOURNE,-37.8109157
CHINA BAR,MELBOURNE,32281814,235 RUSSELL STREET,null,3000,144.9670674,Restaurant and cafe Licence,10896,MELBOURNE,-37.81117646
LILY BLACKS,MELBOURNE,32282438,3/12-18 MEYERS PLACE,null,3000,144.9724225,Late night (on-premises) Licence,10900,MELBOURNE,-37.8122421
MM (MELB) PTY LTD,MELBOURNE,32282802,PART OF STATE LIBRARY OF VICTORIA,328 SWANSTON STREET,3000,144.9643151,On-Premises Licence,10906,MELBOURNE,-37.8100565
SECTION 8 BAR,MELBOURNE,32281783,27-29 TATTERSALLS LANE,null,3000,144.9654041,On-Premises Licence,10916,MELBOURNE,-37.81176955
THE MEATBALL & WINE BAR,MELBOURNE,32281961,135 FLINDERS LANE,null,3000,144.9701368,Restaurant and cafe Licence,10917,MELBOURNE,-37.81568341
THE PRESS CLUB RESTAURANT & BAR,MELBOURNE,32284430,LOT 1R,44-74 FLINDERS STREET,3000,144.973366,Restaurant and cafe Licence,10937,MELBOURNE,-37.815493
FANCY HANKS,MELBOURNE,32287064,LEVEL 1,79-85 BOURKE STREET,3000,144.971032,Late night (on-premises) Licence,10944,MELBOURNE,-37.81216169
FLAGSTAFF CELLARS,MELBOURNE,32057891,426 WILLIAM STREET,null,3000,144.955018,Packaged Liquor Licence,10972,MELBOURNE,-37.808165
RMB CAFE,MELBOURNE,32282226,37 DEGREAVES STREET,null,3000,144.9654783,Restaurant and cafe Licence,10975,MELBOURNE,-37.81704274
ALDI STORES,MELBOURNE,32057859,501 SWANSTON STREET,null,3000,144.962276,Packaged Liquor Licence,10977,MELBOURNE,-37.80685
LITTLE RED POCKET,MELBOURNE,32281953,TENANCY 13 (MEZZANINE),422 LITTLE COLLINS STREET,3000,144.9603792,Late night (on-premises) Licence,10992,MELBOURNE,-37.8160443
THE FAIR TRADER CAFE,MELBOURNE,32281791,11-37 EXHIBITION STREET,null,3000,144.971824,Restaurant and cafe Licence,10996,MELBOURNE,-37.815421
BLAHNIK,MELBOURNE,32281644,"SHOP 9, 343 LITTLE COLLINS STREET",null,3000,144.9632755,Restaurant and cafe Licence,10997,MELBOURNE,-37.81546023
GRILLED STEAK & SEAFOOD,MELBOURNE,32281597,68 HARDWARE LANE,null,3000,144.9610756,On-Premises Licence,11010,MELBOURNE,-37.81302841
THE BARRE BAR & EATERY,MELBOURNE,32283921,"PART OF LEVEL 6, THE ARTS CENTRE",100 ST KILDA ROAD,3000,144.9688556,Late night (on-premises) Licence,11028,MELBOURNE,-37.8216245
ISHIYA,MELBOURNE,32281987,152 LITTLE BOURKE STREET,null,3000,144.967701,Restaurant and cafe Licence,11032,MELBOURNE,-37.811326
NAM LOONG SEAFOOD RESTAURANT,MELBOURNE,32281733,171-173 RUSSELL STREET,null,3000,144.9676249,Restaurant and cafe Licence,11035,MELBOURNE,-37.81238466
KARAOKE BOX HIT STUDIO,MELBOURNE,32284032,"GROUND FLOOR, 1ST FLOOR & 2ND FLOOR",52 LATROBE STREET,3000,144.9672923,Late night (on-premises) Licence,11039,MELBOURNE,-37.80835965
DUMPLING PLUS,MELBOURNE,32282098,269 SWANSTON STREET,null,3000,144.964615,Restaurant and cafe Licence,11053,MELBOURNE,-37.811954
MADAME BRUSSELS,MELBOURNE,32282111,LEVEL 3,59 BOURKE STREET,3000,144.9715193,On-Premises Licence,11064,MELBOURNE,-37.81203729
24 MOONS,MELBOURNE,32282242,2/108 FLINDERS STREET,null,3000,144.9712254,Late night (on-premises) Licence,11090,MELBOURNE,-37.8161326
WEST SPACE,MELBOURNE,36099293,LEVEL 1,225 BOURKE STREET,3000,144.9670533,Limited Licence,11097,MELBOURNE,-37.81334808
RIVERLAND BAR,MELBOURNE,32282200,"VAULTS 1-9, FEDERATION WHARF",FEDERATION SQUARE,3000,144.968974,On-Premises Licence,11102,MELBOURNE,-37.818968
THE PARIS CAT,MELBOURNE,32282420,6 GOLDIE PLACE,null,3000,144.9608349,Restaurant and cafe Licence,11122,MELBOURNE,-37.81352375
REFRESH HOSPITALITY,CAULFIELD NORTH,36098124,91A ORRONG CRESCENT,null,3161,144.9646982,Limited Licence,11133,MELBOURNE,-37.82133424
ORIENTAL TEA HOUSE,MELBOURNE,32282608,378 LITTLE COLLINS STREET,null,3000,144.9620508,Restaurant and cafe Licence,11142,MELBOURNE,-37.8155686
LD PLAYGROUND,MELBOURNE,32287080,22 CORRS LANE,null,3000,144.9683215,Late night (on-premises) Licence,11150,MELBOURNE,-37.81100886
IGA KING STREET,MELBOURNE,32058067,212-224 KING STREET,null,3000,144.9553642,Packaged Liquor Licence,11159,MELBOURNE,-37.81500205
OAKS ON COLLINS,MELBOURNE,32282519,"LEVEL 1, 480 COLLINS STREET",null,3000,144.9579755,On-Premises Licence,11164,MELBOURNE,-37.8177545
CURTIN HOUSE ROOFTOP,MELBOURNE,32285436,LEVEL 6 & LEVEL 7 (ROOFTOP LEVEL),248-258 SWANSTON STREET,3000,144.9652061,On-Premises Licence,11166,MELBOURNE,-37.8119928
RED PEPPER INDIAN RESTAURANT & BAR,MELBOURNE,32282543,16 BOURKE STREET,null,3000,144.9724334,Restaurant and cafe Licence,11175,MELBOURNE,-37.81132689
YARRA YARRA ROWING CLUB,MELBOURNE,36100298,"BOATSHED 2, BOATHOUSE DRIVE",ALEXANDRA GARDENS,3004,144.9706936,Limited Licence,11180,MELBOURNE,-37.8196506
TRANSPORT HOTEL,MELBOURNE,36099455,ADMINISTRATION OFFICE,"T024, FEDERATION SQUARE",3000,144.968913,Limited Licence,11185,MELBOURNE,-37.818458
BEER DE LUXE,MELBOURNE,36099219,"ADMIN OFFICE, LOWER HOUSE, L1 T003,","LG T003, T006C, FEDERATION SQUARE",3000,144.969151,Limited Licence,11186,MELBOURNE,-37.816789
DEGRAVES STREET PIZZA,MELBOURNE,32282585,11 DEGRAVES STREET,null,3000,144.9656475,Restaurant and cafe Licence,11188,MELBOURNE,-37.81776406
MELBOURNE BLACK RABBIT,MELBOURNE,32284537,BASEMENT,85 QUEEN STREET,3000,144.961082,Late night (on-premises) Licence,11198,MELBOURNE,-37.81648
CAFE VICOLINO,MELBOURNE,32283793,"SHOP 17 & 19, CENTRE PLACE",258-260 FLINDERS LANE,3000,144.9655274,Restaurant and cafe Licence,11217,MELBOURNE,-37.81679125
TFU,MELBOURNE,32283654,LEVELS 1 & 2,189 LONSDALE STREET,3000,144.966771,Late night (on-premises) Licence,11240,MELBOURNE,-37.811189
BENNY BURGER,MELBOURNE,32283450,TENANCY G1,430-436 LITTLE COLLINS STREET,3000,144.9601983,Restaurant and cafe Licence,11251,MELBOURNE,-37.81609515
BISTRO VUE,MELBOURNE,36100052,PART GROUND FLOOR,430-436 LITTLE COLLINS STREET,3000,144.9601983,Limited Licence,11252,MELBOURNE,-37.81609515
GOURMET TO GO ROOM SERVICE,MELBOURNE,36098904,SHOP 1,398 LONSDALE STREET,3000,144.9605975,Limited Licence,11256,MELBOURNE,-37.81254115
LING NAM RESTAURANT,MELBOURNE,32283468,204 LITTLE BOURKE STREET,null,3000,144.966555,Restaurant and cafe Licence,11268,MELBOURNE,-37.812032
THE MILL BAR AND RESTAURANT,MELBOURNE,32283913,67-73 HARDWARE LANE,null,3000,144.9609117,Late night (on-premises) Licence,11298,MELBOURNE,-37.81323635
"ADINA APARTMENT HOTEL MELBOURNE, NORTHBANK",MELBOURNE,36099447,550 FLINDERS STREET,null,3000,144.9560255,Limited Licence,11302,MELBOURNE,-37.82055509
ROYALE LIQUOR & FOOD STORE,MELBOURNE,32058619,58-62 SPENCER STREET,null,3000,144.9547488,Packaged Liquor Licence,11313,MELBOURNE,-37.81974001
DON CAMILLO,WEST MELBOURNE,32284252,215 VICTORIA STREET,null,3003,144.95424,Restaurant and cafe Licence,11332,MELBOURNE,-37.805898
TOFF IN TOWN,MELBOURNE,32286953,"LEVEL 2, 248-252 SWANSTON STREET",null,3000,144.965206,Late night (on-premises) Licence,11340,MELBOURNE,-37.811992
WILLIAM ST DELI,MELBOURNE,32284058,PART GROUND FLOOR,255 WILLIAM STREET,3000,144.9567781,Restaurant and cafe Licence,11347,MELBOURNE,-37.81316116
PHO BO GA MEKONG VIETNAM (VIC),MELBOURNE,32283638,241 SWANSTON STREET,null,3000,144.9648304,Restaurant and cafe Licence,11356,MELBOURNE,-37.81239046
GOZ CITY,MELBOURNE,32285143,SHOP 6,50 LONSDALE STREET,3000,144.9711449,On-Premises Licence,11370,MELBOURNE,-37.80945695
TOP TONGUE,MELBOURNE,32284333,SHOP A & B,389 LONSDALE STREET,3000,144.961012,Restaurant and cafe Licence,11433,MELBOURNE,-37.8128651
NETWORK PUBLIC BAR AND PIZZERIA,MELBOURNE,31952276,"POD B, SOUTHERN CROSS STATION",99 SPENCER STREET,3000,144.952945,General Licence,11459,MELBOURNE,-37.81708897
OAKS ON MARKET,MELBOURNE,31952234,GROUND FLOOR AND LEVELS 1 TO 21,54-60 MARKET STREET,3000,144.9607054,General Licence,11517,MELBOURNE,-37.81782708
MADAME'S KITCHEN,MELBOURNE,32284757,SHOP 14,50 LONSDALE STREET,3000,144.9711449,Restaurant and cafe Licence,11519,MELBOURNE,-37.80945695
THE KINO BAR,MELBOURNE,32285509,"SHOP 42, 45 COLLINS STREET",null,3000,144.9724133,On-Premises Licence,11520,MELBOURNE,-37.81423408
DAN MURPHY,MELBOURNE,32059047,"TENANCIES 13, 14 & 15, LEVEL 1",QUEEN VICTORIA CENTRE,3000,144.9658392,Packaged Liquor Licence,11535,MELBOURNE,-37.8104116
OLIVINO,MELBOURNE,32285347,SHOP 1,50 LONSDALE STREET,3000,144.9711449,Restaurant and cafe Licence,11558,MELBOURNE,-37.80945695
CECCONI'S CANTINA,MELBOURNE,36103898,LOWER GROUND LEVEL,61 FLINDERS LANE,3000,144.972503,Limited Licence,11565,MELBOURNE,-37.814985
"BWS - BEER, WINE, SPIRITS",MELBOURNE,32058596,262 FLINDERS STREET,null,3000,144.9656475,Packaged Liquor Licence,11570,MELBOURNE,-37.81776406
MAMA SITA,MELBOURNE,32288052,LEVEL 1,11 COLLINS STREET,3000,144.973415,Late night (on-premises) Licence,11583,MELBOURNE,-37.81371
EUREKA 89,SOUTHBANK,32286026,"LEVEL 89, EUREKA TOWER",7 RIVERSIDE QUAY,3006,144.9646982,Late night (on-premises) Licence,11603,MELBOURNE,-37.82133424
MELBOURNE SKY DECK,SOUTHBANK,32287129,"LEVEL 88, EUREKA TOWER",7 RIVERSIDE QUAY,3006,144.9646982,Late night (on-premises) Licence,11604,MELBOURNE,-37.82133424
URBAN DELI,MELBOURNE,32288337,SHOPS 8-10,121 EXHIBITION STREET,3000,144.9705611,Restaurant and cafe Licence,11621,MELBOURNE,-37.81273921
SAKURA KAITEN SUSHI,MELBOURNE,32285575,TENANCY 1,57-61 LITTLE COLLINS STREET,3000,144.9716862,Restaurant and cafe Licence,11628,MELBOURNE,-37.81299541
BURGER PROJECT,MELBOURNE,36103123,"SHOP OE2, MELBOURNE CENTRAL","GROUND FLOOR, 211 LATROBE STREET",3000,144.9634863,Limited Licence,11632,MELBOURNE,-37.81170035
YOURTHAI RICE AND NOODLE BAR,MELBOURNE,32285614,255 SWANSTON STREET,null,3000,144.964723,Restaurant and cafe Licence,11642,MELBOURNE,-37.812163
ASIAN GROCERIES PLUS,MELBOURNE,32058952,GROUND FLOOR,342 FLINDERS STREET,3000,144.9631061,Packaged Liquor Licence,11644,MELBOURNE,-37.81850668
CAMPARI HOUSE,MELBOURNE,32291241,23-25 HARDWARE LANE,null,3000,144.9613073,Late night (on-premises) Licence,11660,MELBOURNE,-37.81410483
TGI FRIDAY'S,SOUTHBANK,32285923,2 QUEENSBRIDGE SQUARE,null,3006,144.9611273,On-Premises Licence,11667,MELBOURNE,-37.82105879
SISTER BELLAS,MELBOURNE,32286474,22 DREWERY PLACE,ENTRANCE VIA SNIDERS LANE,3000,144.963815,On-Premises Licence,11670,MELBOURNE,-37.811349
FIREFLIES KARAOKE,MELBOURNE,32286759,1ST FLOOR,118 BOURKE STREET,3000,144.9695798,Late night (on-premises) Licence,11686,MELBOURNE,-37.81214745
TRAMP BAR,MELBOURNE,32287048,BASEMENT LEVEL,14-20 KING STREET,3000,144.9575832,Late night (on-premises) Licence,11719,MELBOURNE,-37.81980779
JOURNAL CANTEEN,MELBOURNE,32287323,UPPER GROUND FLOOR,PART OF 253 FLINDERS LANE,3000,144.965841,Restaurant and cafe Licence,11737,MELBOURNE,-37.81694
THE COMMERCIAL BAKERY,MELBOURNE,32287535,REAR OF 360 LITTLE COLLINS STREET,null,3000,144.962684,Restaurant and cafe Licence,11738,MELBOURNE,-37.815381
GHIN KHAO,MELBOURNE,32286385,242 SWANSTON STREET,null,3000,144.965301,Restaurant and cafe Licence,11744,MELBOURNE,-37.812209
RUYI DUMPLING & WINE BAR,MELBOURNE,32286898,SHOP 1,16 LIVERPOOL STREET,3000,144.9714699,Restaurant and cafe Licence,11749,MELBOURNE,-37.8111063
null,MELBOURNE,32286717,SHOP 2,221 QUEEN STREET,3000,144.959754,Restaurant and cafe Licence,11783,MELBOURNE,-37.813555
KOKO BLACK COLLINS STREET,MELBOURNE,32286709,52 COLLINS STREET,null,3000,144.9719052,On-Premises Licence,11797,MELBOURNE,-37.81371113
KOKO BLACK COLLINS STREET,MELBOURNE,36104852,52 COLLINS STREET,null,3000,144.9719052,Limited Licence,11798,MELBOURNE,-37.81371113
PHILIPPE,MELBOURNE,36106545,"BASEMENT, AUSTRAL HOUSE",115-119 COLLINS STREET,3000,144.9699574,Limited Licence,11809,MELBOURNE,-37.81473194
SHANGHAI STREET,MELBOURNE,32286814,342 LITTLE BOURKE STREET,null,3000,144.962367,Restaurant and cafe Licence,11814,MELBOURNE,-37.813121
HOPSCOTCH SOUTHBANK,SOUTHBANK,36106391,"SHOP 4, BUILDING 2",RIVERSIDE QUAY,3006,144.9632895,Limited Licence,11818,MELBOURNE,-37.82133955
PJ O'BRIEN IRISH PUB,SOUTHBANK,36106236,ADMINISTRATION OFFICE,"SHOP G12-16, SOUTHGATE",3006,144.9651297,Limited Licence,11855,MELBOURNE,-37.82185385
BEAR BRASS,SOUTHBANK,36106317,ADMINISTRATION OFFICE,SHOP GR3A 2 SOUTHGATE AVENUE,3006,144.9649651,Limited Licence,11856,MELBOURNE,-37.82021385
null,MELBOURNE,32287496,23-25 TATTERSALLS LANE,null,3000,144.9654468,Restaurant and cafe Licence,11860,MELBOURNE,-37.81186941
LITTLE BROTHER CAFE,MELBOURNE,32287569,GROUND & FIRST FLOOR,429 LITTLE COLLINS STREET,3000,144.960452,Restaurant and cafe Licence,11867,MELBOURNE,-37.816279
LE PETIT GATEAU,MELBOURNE,32287519,458 LITTLE COLLINS STREET,null,3000,144.9593641,Restaurant and cafe Licence,11875,MELBOURNE,-37.8155725
LOST ANGEL BAR & RESTAURANT,MELBOURNE,32287941,285 SPRING STREET,null,3000,144.9711505,On-Premises Licence,11885,MELBOURNE,-37.80792121
MELBOURNE ROWING CLUB,MELBOURNE,36121074,YARRA BOATHOUSE BOATHOUSE DRIVE,6 BOATHOUSE DRIVE,3004,144.9718254,Limited Licence,11898,MELBOURNE,-37.81993286
LIQUORLAND,MELBOURNE,32059267,COLES TENANCY,201 SPENCER STREET,3000,144.9526066,Packaged Liquor Licence,11913,MELBOURNE,-37.81639485
LIQUOROLOGIST,MELBOURNE,32059209,SHOP 4,440 ELIZABETH STREET,3000,144.9609312,Packaged Liquor Licence,11958,MELBOURNE,-37.80878135
HAIRY LITTLE SISTA,MELBOURNE,32288329,SHOP 1,218-242 LITTLE COLLINS STREET,3000,144.9668366,Late night (on-premises) Licence,11960,MELBOURNE,-37.81413465
CITY GRILL ROOM,MELBOURNE,32287763,"SHOPS 5, 6 & 7",535 LITTLE LONSDALE STREET,3004,144.9561532,Restaurant and cafe Licence,11971,MELBOURNE,-37.8138262
PORTELLO ROSSO,MELBOURNE,32292475,GROUND FLOOR,15-19 WARBURTON LANE,3000,144.9618378,On-Premises Licence,11980,MELBOURNE,-37.81381663
null,MELBOURNE,32289820,79-85 BOURKE STREET,null,3000,144.971032,Restaurant and cafe Licence,11996,MELBOURNE,-37.81216169
SELF PRESERVATION,MELBOURNE,32288175,70 BOURKE STREET,null,3000,144.971085,On-Premises Licence,11997,MELBOURNE,-37.811714
ODDFELLOWS BREWERY,MELBOURNE,31952967,SHOP 2,50 LONSDALE STREET,3000,144.9711449,General Licence,12006,MELBOURNE,-37.80945695
null,MELBOURNE,32288701,491-493 SWANSTON STREET,null,3000,144.9623358,Restaurant and cafe Licence,12047,MELBOURNE,-37.80721793
TRINKET BAR,MELBOURNE,36107266,87 FLINDERS LANE,null,3000,144.971339,Limited Licence,12048,MELBOURNE,-37.815319
RARE UPTOWN,MELBOURNE,32288735,"TENANCY 6, 61 LITTLE COLLINS STREET",OFF MCGRATHS LANE,3000,144.9717091,Restaurant and cafe Licence,12076,MELBOURNE,-37.8128433
BERGERAC RESTAURANT,MELBOURNE,32288808,SHOP 1,555 LONSDALE STREET,3000,144.9562372,Restaurant and cafe Licence,12082,MELBOURNE,-37.8142422
RED SPICE ROAD,MELBOURNE,32289171,21-27 MCKILLOP STREET,null,3000,144.961572,Restaurant and cafe Licence,12084,MELBOURNE,-37.81521785
PARTYWORLD,MELBOURNE,32290538,"TENANCY 301, LEVEL 3,","MELBOURNE CENTRAL, 211 LATROBE ST",3000,144.9634863,Late night (on-premises) Licence,12098,MELBOURNE,-37.81170035
MANTRA 100 EXHIBITION,MELBOURNE,36108432,100 EXHIBITION STREET,null,3000,144.9714062,Limited Licence,12100,MELBOURNE,-37.8133044
ASIAN BEER CAFE,MELBOURNE,32288769,LOT 3/311 MELBOURNE CENTRAL,CNR SWANSTON & LATROBE STREETS,3000,144.9627951,On-Premises Licence,12105,MELBOURNE,-37.8109157
MAD MEX FLINDERS LANE,MELBOURNE,32296738,SHOP 3,35 ELIZABETH STREET,3000,144.9643293,Restaurant and cafe Licence,12132,MELBOURNE,-37.81740136
COCOA BEAN CAFE,MELBOURNE,32290677,140 WILLIAM STREET,null,3000,144.9585983,Restaurant and cafe Licence,12158,MELBOURNE,-37.81595035
FATHER'S OFFICE,MELBOURNE,32292001,"PART OF LEVEL 3, QV COMPLEX",249 LITTLE LONSDALE STREET,3000,144.9655342,Late night (on-premises) Licence,12207,MELBOURNE,-37.8103574
EXHIBITION ST IGA X-PRESS,MELBOURNE,32059851,333 EXHIBITION STREET,null,3000,144.96834,Packaged Liquor Licence,12216,MELBOURNE,-37.807831
SUBWAY VAULT,MELBOURNE,32289587,VAULT 13 AND PART OF VAULT 14,"BANANA ALLEY, FLINDERS STREET",3000,144.9620263,Late night (on-premises) Licence,12229,MELBOURNE,-37.8198593
MOVIDA,MELBOURNE,32289749,"GROUND FLOOR, SHOPS 3 & 4",164 FLINDERS STREET,3000,144.9691141,Restaurant and cafe Licence,12230,MELBOURNE,-37.81675556
CAFENATICS ON FLINDERS,MELBOURNE,32289684,SHOP 3,387 FLINDERS LANE,3000,144.9613757,Restaurant and cafe Licence,12231,MELBOURNE,-37.81822439
DHAKA RESTAURANT,MELBOURNE,32290122,145 LONSDALE STREET,null,3000,144.9681374,Restaurant and cafe Licence,12238,MELBOURNE,-37.81076003
CRAZY WING CHINESE BBQ RESTAURANT,MELBOURNE,32290847,177 RUSSELL STREET,null,3000,144.9675682,Restaurant and cafe Licence,12258,MELBOURNE,-37.8122913
THE METROPOLIS EVENTS,SOUTHBANK,36109022,"OFFICE, P7 SOUTHGATE SHOPPPING &","RESTAURNAT PRECINT, 3 SOUTHGATE AVENUE",3006,144.9665245,Limited Licence,12267,MELBOURNE,-37.8202285
THE FRENCH BRASSERIE,MELBOURNE,32290546,2 MALTHOUSE LANE,null,3000,144.9718243,Restaurant and cafe Licence,12300,MELBOURNE,-37.81542198
XIAN FAMOUS FOODS RUSSELL,MELBOURNE,32292483,GROUND FLOOR,260 RUSSELL STREET,3000,144.9672059,Restaurant and cafe Licence,12307,MELBOURNE,-37.81026866
NORTHEAST CHINA FAMILY,MELBOURNE,32290318,302 FLINDERS LANE,null,3000,144.963903,On-Premises Licence,12313,MELBOURNE,-37.81725206
HUTONG HOTPOT MELBOURNE,MELBOURNE,32290588,264 RUSSELL STREET,null,3000,144.9671775,Restaurant and cafe Licence,12344,MELBOURNE,-37.81020551
SEVEN STAR POCHA,MELBOURNE,32291217,"SHOP H, 535 LITTLE LONSDALE STREET",null,3000,144.9561532,Restaurant and cafe Licence,12423,MELBOURNE,-37.8138262
TRAPT,MELBOURNE,32291801,BASEMENT,377 LONSDALE STREET,3000,144.9614012,On-Premises Licence,12436,MELBOURNE,-37.81275469
TREASURE STAR,MELBOURNE,32294794,215 BOURKE STREET,null,3000,144.9672847,Late night (on-premises) Licence,12457,MELBOURNE,-37.81326505
KANTINA KARTEL,MELBOURNE,32291526,TENANCY 6,500 COLLINS STREET,3000,144.957614,Restaurant and cafe Licence,12462,MELBOURNE,-37.817843
CJ LUNCHBAR,MELBOURNE,32292491,SHOP 2,391 LITTLE LONSDALE STREET,3000,144.960324,On-Premises Licence,12466,MELBOURNE,-37.81186188
SPICE MARKET,MELBOURNE,32294087,LEVEL 5,123 COLLINS STREET,3000,144.9695753,Late night (on-premises) Licence,12480,MELBOURNE,-37.81541025
STATE OF GRACE EST. 2013,MELBOURNE,32301826,GROUND FLOOR LEVEL AND MEZZANINE,27-31 KING STREET,3000,144.9569879,Restaurant and cafe Licence,12507,MELBOURNE,-37.81974364
GAMI CITY,MELBOURNE,32291500,SHOP G,535 LITTLE LONSDALE STREET,3000,144.9561532,Restaurant and cafe Licence,12514,MELBOURNE,-37.8138262
SICHUAN DINING ROOM,MELBOURNE,32291699,"SHOP 3-5, 194-200 BOURKE STREET",null,3000,144.9673846,Restaurant and cafe Licence,12521,MELBOURNE,-37.81280679
KRIMPER,MELBOURNE,32294029,20-24 GUILDFORD LANE,null,3000,144.9600832,On-Premises Licence,12554,MELBOURNE,-37.81117686
TAZIO FLINDERS LANE,MELBOURNE,32293405,91-93 FLINDERS LANE,null,3000,144.9711894,Restaurant and cafe Licence,12557,MELBOURNE,-37.81537499
HUTONG DUMPLING HOUSE,MELBOURNE,32293332,14-16 MARKET LANE,null,3000,144.9693994,Restaurant and cafe Licence,12585,MELBOURNE,-37.81188359
HAWKER CHAN MELBOURNE,MELBOURNE,32292645,157-159 LONSDALE STREET,null,3000,144.9678251,Restaurant and cafe Licence,12587,MELBOURNE,-37.81088315
DAE JANG GEUM,MELBOURNE,32292302,"SHOP 117, LEVEL 1",235 LITTLE BOURKE STREET,3000,144.9659433,Restaurant and cafe Licence,12601,MELBOURNE,-37.81322978
LIAISON CAFE,MELBOURNE,32293471,22 RIDGWAY PLACE,null,3000,144.9724716,Restaurant and cafe Licence,12621,MELBOURNE,-37.81293685
CHOIX,MELBOURNE,32293455,"G22, LIBERTY LANE",620 COLLINS STREET,3000,144.9544313,Restaurant and cafe Licence,12642,MELBOURNE,-37.81876804
NY RATNA KITCHEN,MELBOURNE,32293706,"SHOP A, GROUND FLOOR",550 FLINDERS STREET,3000,144.9560255,Restaurant and cafe Licence,12652,MELBOURNE,-37.82055509
DESI DHABA,MELBOURNE,32293146,134 FLINDERS ST,null,3000,144.970458,Restaurant and cafe Licence,12669,MELBOURNE,-37.816362
LE TRISKEL,MELBOURNE,32293227,32 HARDWARE LANE,null,3000,144.9617871,Restaurant and cafe Licence,12675,MELBOURNE,-37.81441954
WANTED MAN,MELBOURNE,36112407,1 HOSIER LANE,null,3000,144.9691141,Limited Licence,12694,MELBOURNE,-37.81675556
DARAC,MELBOURNE,32293675,51 A'BECKETT STREET,null,3000,144.96207,Restaurant and cafe Licence,12695,MELBOURNE,-37.80908944
CAUSEWAY 353 HOTEL,MELBOURNE,36112805,353 LITTLE COLLINS STREET,null,3000,144.9629631,Limited Licence,12723,MELBOURNE,-37.81556611
BOURKE & WILLS,MELBOURNE,32295677,"SHOP TG 24, 181 WILLIAM STREET",CNR BOURKE & WILLIAM STREET,3000,144.9578331,On-Premises Licence,12755,MELBOURNE,-37.8155143
TOUCHE HOMBRE,MELBOURNE,32294566,SHOGUN J-PUB,"SHOP 3, 233 LONSDALE STREET",3000,144.9654839,Restaurant and cafe Licence,12769,MELBOURNE,-37.81156559
THE EMERALD PEACOCK,MELBOURNE,32294354,SHOP 1,233 LONSDALE STREET,3000,144.9654839,On-Premises Licence,12779,MELBOURNE,-37.81156559
CELLARBRATIONS FLINDERS STREET,MELBOURNE,32061379,573 FLINDERS STREET,null,3000,144.9558995,Packaged Liquor Licence,12798,MELBOURNE,-37.82106828
GRILL'D,MELBOURNE,32294184,"SHOP LO3 319A, LEVEL 3","MELBOURNE CENTRAL, 211 LATROBE ST",3000,144.9634863,Restaurant and cafe Licence,12802,MELBOURNE,-37.81170035
MELBOURNE UNIVERSITY BOAT CLUB,MELBOURNE,36120230,1 BOATHOUSE DRIVE,null,3004,144.9717649,Limited Licence,12814,MELBOURNE,-37.8199561
MERCURE MELBOURNE THERRY STREET,MELBOURNE,32295596,43 THERRY STREET,null,3000,144.9609581,Restaurant and cafe Licence,12823,MELBOURNE,-37.80778256
MOVIDA CATERING,MELBOURNE,36114962,LEVEL 1,3-5 HOSIER LANE,3000,144.969011,Limited Licence,12830,MELBOURNE,-37.816499
